group_id,name,acronym,year,address,phone,fax,email,website,campus,cytema,n_lines,n_ris3,n_offer,n_projects,n_people,detail_url
283,FEMTOCIENCIA Y MICROSCOPIA,FEMTOLEDO,1996,"FACULTAD DE CIENCIAS AMBIENTALES Y BIOQUIMICA Y INAMOL, CAMPUS TECNOLOGICO DE TOLEDO",925265717,925268840,ABDERRAZZAK.DOUHAL@UCLM.ES,https://www.uclm.es/grupos/fmg,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=283
286,SANIDAD Y BIOTECNOLOGIA,SABIO,2013,RONDA DE TOLEDO S/N,926295450,926295451,JOSEFRANCISCO.RUIZ@UCLM.ES,https://www.irec.es/investigacion/grupos-de-investigacion/sanidad-y-biotecnologia-sabio/,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=286
288,"SALUD, HISTORIA Y SOCIEDAD",SALHISOC,2011,FACULTAD DE MEDICINA DE CIUDAD REAL. CAMINO DE MOLEDORES S/N.13071 CIUDAD REAL,926295300 (ext. 6691),926295300,MARIAISABEL.PORRAS@UCLM.ES,,CIUDAD REAL,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=288
290,MSOC NANOQUÍMICA,MSOC NANO,2013,FACULTAD DE CIENCIAS Y TECNOLOGÍAS QUÍMICAS- IRICA,926295300 ext 3513,926295300,ESTER.VAZQUEZ@UCLM.ES,http://www.msocnanochemistrygroup.com/,CIUDAD REAL,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=290
291,GRUPO DE INVESTIGACIÓN EN COMUNICACIÓN Y EDUCACIÓN INTERACTIVA E INMERSIVA,CIBERIMAGINARIO-UCLM,2013,"FACULTAD DE EDUCACIÓN DE TOLEDO. AVDA. CARLOS III, 21 (CAMPO TECNOLÓGICO DE CAMPUS DE TOLEDO) DESPACHO 1.35 (EDIFICIO SABATINI) 45071 TOLEDO",925268800. Ext. 5906,925268800,FELIPE.GERTRUDIX@UCLM.ES,https://ciberimaginario.es/es/inicio/,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=291
292,DE RE HISPANICA (SOBRE LO HISPÁNICO),DEREHIS,2013,"FACULTAD DE HUMANIDADES Y PATRIMONIO. PLAZA DE PADILLA, 4. 45071 TOLEDO",925268800 ext. 3156,-,FCOJOSE.ARANDA@UCLM.ES,http://www.derehis.com,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=292
293,GRUPO DE INVESTIGACIÓN EN TÉCNICAS ESTADÍSTICAS Y DE CLASIFICACIÓN APLICADAS,GITECA,2005,"FACULTAD DE CIENCIAS ECONÓMICAS Y EMPRESARIALES. PLAZA DE LA UNIVERSIDAD, 1. 02071. ALBACETE.",+34 902204100 ext 2331,+34 902204130,BEATRIZ.LARRAZ@UCLM.ES,https://blog.uclm.es/beatrizlarraz/,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=293
294,INTERPRETES MEDICINAE,INTERMED,2002,"FACULTAD DE HUMANIDADES DE ALBACETE, EDIFICIO BENJAMÍN PALENCIA, CAMPUS UNIVERSITARIO S/N, E-02071 ALBACETE",967 599200,967 599246,TERESA.SANTAMARIA@UCLM.ES,,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=294
299,SMILE,SMILE,2005,PASEO DE LA UNIVERSIDAD 4,96605,926295354,JOSEANGEL.OLIVAS@UCLM.ES,http://smile.esi.uclm.es/,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=299
300,ARTIFICIAL INTELLIGENCE AND REPRESENTATION,AIR,2014,"PASEO DE LA UNIVERSIDAD, 4",926052112,926295354,DAVID.VALLEJO@UCLM.ES,http://air.esi.uclm.es,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=300
302,GRUPO DE INVESTIGACIÓN EN FISIOTERAPIA TOLEDO,GIFTO,2014,CAMPUS TECNOLÓGICO ANTIGUA FÁBRICA DE ARMAS. AVDA CARLOS III S/N. 45071. TOLEDO,92526880,925 26 88 11,JULIO.SORIANO@UCLM.ES,,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=302
303,INGENIERÍA GRÁFICA Y PATRIMONIO INDUSTRIAL,IGYPI,2014,"ESCUELA DE INGENIERÍA MINERA E INDUSTRIAL DE ALMADÉN PLAZA MANUEL MECA, 1-CP: 13400",+34 926 295 300 Ext: 6044,+34 926 264 401,JOSE.TEJERO@UCLM.ES,,ALMADÉN,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=303
304,METABOLISMO Y PATOLOGÍA MOLECULAR,MMP,2014,FACULTAD DE CIENCIAS AMBIENTALES Y BIOQUÍMICA,925268800 ext 5492,925268840,ISABEL.MARGUDO@UCLM.ES,,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=304
305,OBSERVATORIO DE LA INNOVACIÓN EN DISTRIBUCIÓN COMERCIAL,IOCD,2013,"FACULTAD DE CIENCIAS ECONÓMICAS Y EMPRESARIALES DE ALBACETE. PLAZA DE LA UNIVERSIDAD, 1. 02071 ALBACETE",902204100,902204130,MARIAPILAR.MARTINEZ@UCLM.ES,,ALBACETE,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=305
306,LA ADQUISICIÓN DE COMPETENCIAS EN LA FORMACIÓN DOCENTE PARA MEJORAR LA CALIDAD DE LA EDUCACIÓN,EDUCALIDAD,2014,FACULTAD DE EDUCACIÓN DE ALBACETE,667745409,Email de contacto:,RAMON.GARCIAPERALES@UCLM.ES,http://www.educalidad-uclm.com,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=306
307,PROMOCIÓN DE LA SALUD Y CALIDAD DE VIDA,PROSYCAV,2014,UNIVERSIDAD DE CASTILLA LA MANCHA,+34969179100,+ 34 96179121,MARGARITA.GARRIDO@UCLM.ES,,,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=307
309,GRUPO DE INVESTIGACIÓN EN PROCESOS ENERGÉTICOS Y MEDIOAMBIENTALES,GPEM,2014,ESCUELA DE INGENIERÍA INDUSTRIAL DE TOLEDO,925 268 800 ext 3825,925 268 849,OCTAVIO.ARMAS@UCLM.ES,http://www.grupogpem.com,TOLEDO,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=309
310,"ACTIVIDAD ECONÓMICA, ACTIVIDAD EMPRENDEDORA Y POLÍTICA ECONÓMICA",AE2+PE,2000,"PLAZA DE LA UNIVERSIDAD, 1",967 599220 EXT 2350,967 599220,INMACULADA.CARRASCO@UCLM.ES,,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=310
311,GESTIÓN TÉCNICA Y ECONÓMICA DE SISTEMAS DE ENERGÍA ELÉCTRICA (TEMPOS),TEMPOS,2015,"PLAZA MANUEL MECA, 1",926264007,Email de contacto:,RAFAEL.ZARATE@UCLM.ES,https://www.uclm.es/grupos/tempos/,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=311
312,MODELIZACIÓN Y ANÁLISIS ENERGÉTICO Y ESTRUCTURAL EN EDIFICACIÓN Y OBRA CIVIL,MA+EE,2014,ESCUELA POLITÉCNICA. CAMINO DEL POZUELO S/N CUENCA 16071,34 969179100 Ext:4874,34 969179100,FCOJAVIER.CASTILLA@UCLM.ES,https://previa.uclm.es/varios/catalogoinves/grupos,ALBACETE,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=312
313,LENGUAS Y CULTURAS EN LA FRANCOFONIA,LCF,2014,"FACULTAD DE LETRAS-DEPARTAMENTO DE FILOLOGIA MODERNA - CALLE CAMILO JOSÉ CELA, S/N",926 29 53 00 EXT 3121,926 29 53 12,CLAUDE.DUEE@UCLM.ES,http://blog.uclm.es/lcf/,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=313
314,"ECONOMÍA, ALIMENTACIÓN Y SOCIEDAD",EF&S,2014,CENTRO DE ESTUDIOS SOCIOSANITARIOS/ FACULTAD DE CIENCIAS ECONÓMICAS Y EMPRESARIALE ALBACETE,967599200 ext. 8272,969179178,FRANCISCO.ESOTOS@UCLM.ES,,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=314
315,"ELECTRÓNICA APLICADA, PROCESADO DE DATOS, IOT Y COMUNICACIONES AVANZADAS",EPIC,2015,ETSII AVDA ESPAÑA (CAMPUS UNIVERSITARIO),+34926052884,Email de contacto:,ALEJANDRO.LUCAS@UCLM.ES,https://www.uclm.es/grupos/epic,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=315
317,"ALIMENTACIÓN, CULTURA Y SALUD PÚBLICA",ALCUSP,2015,FACULTAD DE ENFERMERIA DE ALBACETE. EDIFICIO BENJAMÍN PALENCIA. CAMPUS UNIVERSITARIO S/N 02071 ALBACETE (SPAIN),+34 967 599200 2721,+34 967 599267,MARIAJOSEFA.GARCIA@UCLM.ES,,,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=317
318,"GRUPO DE INVESTIGACIÓN EN INGENIERÍA ELECTRÓNICA, BIOMÉDICA Y DE TELECOMUNICACIÓN",ELBIT,2014,"INSTITUTO DE TECNOLOGÍAS AUDIOVISUALES, CAMPUS UNIVERSITARIO S/N, 16071 CUENCA.",926054053,Email de contacto:,RAUL.ALCARAZ@UCLM.ES,http://itav.uclm.es/elbit,CUENCA,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=318
319,"COMUNICACIÓN PÚBLICA: PODER, DERECHO Y MENSAJE",COMPUBLIC,2014,"CENTRO DE ESTUDIOS EUROPEOS, C/ CARDENAL LORENZANA, 1, 45071 TOLEDO",925268800 - ext. 5017 y 5018,925 251 586,SUSANA.SIERRA@UCLM.ES,,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=319
321,CONSTITUCION E INTEGRACIONES ECONOMICAS,DEMOS,2014,"PLAZA DE LA UNIVERSIDAD, 1, 02071 (ALBACETE)",967 599200 ext. 2157,967 599216,JOSELUIS.GGUERRERO@UCLM.ES,,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=321
322,MEDICINA MOLECULAR,MOLMED,2014,CENTRO REGIONAL DE INVESTIGACIONES BIOMÉDICAS,967 599 200,967 599 360,MROSARIO.SABARIEGOS@UCLM.ES,,ALBACETE,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=322
323,QUIMICA ORGANICA SOSTENIBLE. QUIMICA DE ALIMENTOS Y RESIDUOS AGROALIMENTARIOS,MSOC FOOD & FOOD WASTE CHEMISTRY,2014,FACULTAD DE CIENCIAS Y TECNOLOGIAS QUIMICAS. AV. CAMILO JOSE CELA 10. CIUDAD REAL,926295300 EXT 3464,926295318,ANDRES.MORENO@UCLM.ES,,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=323
327,FUZZY GAB .4,FUZZY GAB .4,2015,SANTA TERESA JORNET S/N,(+34) 969 179 100,(+34) 969 179 102,SY.MOLINA@UCLM.ES,http://fuzzygab.uclm.es,CUENCA,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=327
330,GRUPO DE INVESTIGACIÓN SOBRE AGUA Y SALUD,GIAS,2015,CAMPUS FABRICA DE ARMAS. TOLEDO. ESPAÑA,925 268800 ext 5837,925 268811,INES.MARTINEZ@UCLM.ES,,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=330
331,GRUPO VITORIA DE INVESTIGACIÓN ECONÓMICA Y SOCIAL,GVIES,2015,"FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES; COBERTIZO DE SAN PEDRO MARTIR, S/N; TOLEDO (SPAIN)",925265764,925268801,JOSEMARIA.CANTOS@UCLM.ES,https://www.uclm.es/grupos/gvies,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=331
332,ECONOMÍA APLICADA Y MÉTODOS CUANTITATIVOS,ECOAPP&MC,2010,FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES DE TOLEDO,925268800,925268801,JOSE.MLORENZO@UCLM.ES,http://www.uclm.es/profesorado/josemlorenzo/,CUENCA,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=332
335,CIENCIAS DE LA TIERRA Y DEL ESPACIO,CITE,2015,"ICAM, AVDA. CARLOS III S/N",5762,5762,FRANCISCO.TAPIADOR@UCLM.ES,https://www.uclm.es/grupos/earthphysics,TOLEDO,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=335
336,CODORNIZ,COQUCA,1994,ESCUELA DE INGENIEROS AGRÓNOMOS DE CIUDAD REAL,926295478,926295351,JOSERAMON.CABALLERO@UCLM.ES,http://www.uclm.es/profesorado/produccionanimal,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=336
337,MERCADOS FINANCIEROS,MF,2015,FACULTAD DE ECONOMICAS Y EMPRESARIALES DE ALBACETE,967599200,967599220,ANTONIO.DIAZ@UCLM.ES,,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=337
342,FORMAS DE VIDA Y TOMA DE DECISIONES,FORMVITAL,2014,"FACULTAD DE CIENCIAS JURÍDICAS Y SOCIALES, 45071 TOLEDO",0034925268800,0034925268832,JESUS.PADILLA@UCLM.ES,http://blog.uclm.es/jesuspadilla/,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=342
343,HISTORIA Y FUNDAMENTACIÓN DE LOS DERECHOS HUMANOS. LA LIBERTAD RELIGIOSA,INFUNDE,2015,"FACULTAD DE DERECHO. UNIVERSIDAD DE CASTILLA-LA MANCHA. PLAZA DE LA UNIVERSIDAD, 1; 02071 ALBACETE",967599200 ext. 2131,967599216,JOSEMARIA.MARTI@UCLM.ES,,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=343
345,FUENTES DOCUMENTALES E ICONOGRÁFICAS PARA EL ESTUDIO DE LA OBRA DE ARTE.,FONS ARTIS,2015,"AVDA,.,CAMILO JOSÉ CELA, S/N, , 13.071, CIUDAD REAL",926295300 Ext. 6871,926295312,MARIAJOSEFA.CUESTA@UCLM.ES,,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=345
346,"GRUPO DE INVESTIGACIÓN EN ORIENTACIÓN, CALIDAD Y EQUIDAD EDUCATIVAS",GRIOCE,2014,FACULTAD DE CIENCIAS DE LA EDUCACIÓN Y HUMANIDADES. CAMPUS DE CUENCA,969 179 100,Email de contacto:,JOSE.SSANTAMARIA@UCLM.ES,http://www.grioce.com,CUENCA,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=346
347,"SALUD, EDUCACIÓN Y SOCIEDAD",MIRADA CRÍTICA,2015,"CAMPUS TECNOLÓGICO FÁBRICA DE ARMAS- AVDA CARLOS III, 21.",925 26 88 00 ext5937,925 26 88 00,NATALIA.SOLANO@UCLM.ES,https://blog.uclm.es/grupomiradacritica/,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=347
349,ESTUDIOS INTERDISCIPLINARES DE LITERATURA Y ARTE,LYA,2015,FACULTAD DE HUMANIDADES,967 599200,967 599224,MARGARITA.RIGAL@UCLM.ES,,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=349
351,GRUPO DE ESTUDIOS MODERNISTAS,GEM,1999,"FACULTAD DE LETRAS, AVDA. CAMILO JOSÉ CELA, S7N. 13.071-CIUDAD REAL",926 295300 - ext. 6.695,926 295312,PORFIRIO.SANZ@UCLM.ES,,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=351
352,GRUPO DE INNOVACIÓN Y EVALUACIÓN EN SERVICIOS SOCIALES Y TRABAJO SOCIAL,GIESS UCLM,2015,EDIFICIO MELCHOR CANO. CAMPUS UNIVERSITARIO DE LA UCLM. CAMINO DEL POZUELO S/Nº. 16071-CUENCA,(+34) 926053787,(+34) 969179120,FCOJOSE.GALLEGO@UCLM.ES,,CUENCA,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=352
353,GRUPO DE INVESTIGACION DE DERECHO INTERNACIONAL PRIVADO,GIDIPR,2015,"FAC. CIENCIAS SOCIALES DE CUENCA // AVDA. DE LOS ALFARES, 44 16071 CUENCA",926053916,Email de contacto:,LORENA.SALES@UCLM.ES,,CUENCA,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=353
355,ATENUACIÓN Y OFENSA EN EL DISCURSO,AODIS,2016,FACULTAD DE EDUCACIÓN. PLAZA DE LA UNIVERSIDAD 3. 02071 ALBACETE,967599200 (2519),967599229,ELIECER.CRESPO@UCLM.ES,,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=355
357,GRUPO DE ACTIVIDADES PREVENTIVAS EN EL ÁMBITO UNIVERSITARIO DE CIENCIAS DE LA SALUD,GAP-CS,2016,"AULARIO BENJAMIN PALENCIA, CAMPUS UNIVERSITARIO SN - ALBACETE",+ (34) 967599200 EXTE 2717,+ (34) 967599202,ANGEL.LOPEZ@UCLM.ES,,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=357
359,"EMOCIÓN Y COGNICIÓN SOCIAL EN CONTEXTOS BÁSICOS, CLÍNICOS Y EDUCATIVOS",EMOCOG,2015,FACULTAD DE MEDICINA DE CIUDAD REAL. Cº DE MOLEDORES S/N. 13071 CIUDAD REAL. FACULTAD DE EDUCACIÓN DE CIUDAD REAL. RONDA DE CALATRAVA 3. 13071 CIUDAD REAL.,926295300 Ext: 6839,926295300,DARIO.DIAZ@UCLM.ES,,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=359
360,LA MIRADA DEL OTRO EN LA LITERATURA ANGLÓFONA Y FRANCÓFONA,MOLAF,2016,"UCLM. DEPARTAMENTO DE FILOLOGÍA MODERNA. FACULTAD DE LETRAS. AVDA. CAMILO JOSÉ CELA, S/N. 13071 CIUDAD REAL.",926 29 53 00 (ext. 6676),926 295 312,MONSERRAT.MORALES@UCLM.ES,,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=360
361,ESTUDIOS MOLECULARES APLICADOS A CIENCIAS DE LA SALUD,EMAS,2016,"FACULTAD DE MEDICINA, PASEO DE MOLEDORES, CIUDAD REAL",926295300 (EXT. 6841),926295300,INMACULADA.BYANEZ@UCLM.ES,,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=361
362,ENSEÑANZA DE LAS MATEMÁTICAS,EMAT,2016,"EDIFICIO POLITÉCNICO, AVDA. CAMILO JOSÉ CELA, S/N, 13071, CIUDAD REAL",926295395,926295391,CRISTINA.SOLARES@UCLM.ES,,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=362
363,LABORATORIO DE ANÁLISIS PREDICTIVO,PREDILAB,2016,"ETS INGENIEROS INDUSTRIALES DE CIUDAD REAL, AVDA. CAMILO JOSÉ CELA S/N",3863/3488,+34926295361,CARMEN.CARNERO@UCLM.ES,,CIUDAD REAL,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=363
364,MULTIEDU. INVESTIGACIÓN E INNOVACIÓN EDUCATIVA,MULTIEDU,2016,"RONDA DE CALATRAVA, 3. CIUDAD REAL",926295300,926295315,MANGELES.RODRIGUEZ@UCLM.ES,https://www.uclm.es/home/misiones/investigacion/ofertacientificotecnica/gruposinvestigacion/detallegrupo?idgrupo=364,CIUDAD REAL,Pertenece a Cytema,4,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=364
365,PRECISION AGROFORESTAL Y CARTOGRAFICA,PAFYC,2017,"IDR, ETSIAM",967599200. EXT: 2825,967599269,JOSE.ORTEGA@UCLM.ES,pafyc.uclm.es,ALBACETE,,4,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=365
367,"EDUCACIÓN, GENERO, TRABAJO Y SOCIEDAD EN CASTILLA-LA MANCHA",EDUTRASOC-CLM,2016,"FACULTAD DE EDUCACIÓN. RONDA DE CALATRAVA, 3. 13003 CIUDAD REAL",926295300. Ext. 6362,926 29 53 15.,PALOMA.CANDELA@UCLM.ES,,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=367
368,DISCAPACIDAD Y POLITICAS PUBLICAS,DISCAPUBLIC,2017,"FTAD. DERECHO, PLAZA UNIVERSIDAD, 1 - ALBACETE (02071)",967599200-EXT 2111,967599216,JUANA.MORCILLO@UCLM.ES,http://incluyeeinsertauclm.es,ALBACETE,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=368
370,FÍSICA APLICADA A LA MECANICA DE FLUIDOS,APPLE,2017,"AV. CAMILO JOSÉ CELA S/N, EDIFICIO POLITÉCNICO, CIUDAD REAL",926 295 300 - EXT. 3882,MANUELD.BARRIGA@UCLM.ES,MANUELD.BARRIGA@UCLM.ES,https://www.uclm.es/grupos/apple,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=370
371,"CARACTERIZACIÓN, DESARROLLO Y BIOTECNOLOGÍA DE ALIMENTOS",PROBIO-Q,2017,EDIFICIO MARIE CURIE. AVDA. CAMILO JOSÉ CELA,926 295300,926 29 53 18,JUSTAMARIA.POVEDA@UCLM.ES,,TOLEDO,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=371
373,INVESTIGACION EN CUIDADOS DE ENFERMERIA,ICE,2017,FACULTAD DE ENFERMERIA (CR),926 295381,926 295380,CARMINA.PRADO@UCLM.ES,,CIUDAD REAL,,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=373
374,SEMINARIO DE ECONOMÍA SOSTENIBLE,SES,2017,FACULTAD DE DERECHO Y CIENCIAS SOCIALES DE CIUDAD REAL,926 05 25 92,Email de contacto:,MARIAJESUS.RUIZ@UCLM.ES,http://blog.uclm.es/gruposes/,CIUDAD REAL,Pertenece a Cytema,0,0,9,1,1,https://www.uclm.es/Home/Misiones/Investigacion/OfertaCientificoTecnica/GruposInvestigacion/DetalleGrupo?idgrupo=374
